"","Symbol","Name","LastSale","Sector","industry","Price/Book","P/E Ratio","Price/EPS Estimate Next Year","Dividend Yield","Market Capitalization","Shares Outstanding","Book Value","Earnings End Time","Earnings Start Time"
"621","EE","El Paso Electric Company",57.09,"Public Utilities","Electric Utilities: Central",1.9404508,27.579712,20.61011,0.026301116,2331389952,40837100,29.421,1557145800,1556713800
"622","ELAN","Elanco Animal Health Incorporated",31.03,"Health Care","Major Pharmaceuticals",2.1829054,112.42754,24.054264,NA,11345933312,365644000,14.215,NA,NA
"623","ESTC","Elastic N.V.",93.16,"Technology","Computer Software: Prepackaged Software",24.425802,NA,-76.36066,NA,6611938304,70974000,3.814,NA,NA
"624","EGO","Eldorado Gold Corporation",4.2,"Basic Industries","Precious Metals",0.20246819,NA,83.99999,0.0016091955,657703168,158294000,20.744,NA,NA
"625","ESI","Element Solutions Inc.",11.3,"Basic Industries","Major Chemicals",1.5498561,NA,13.614458,NA,3258128896,288329984,7.291,1557145800,1556713800
"626","ELVT","Elevate Credit, Inc.",4.41,"Finance","Finance: Consumer Services",1.6309171,15.749999,5.5822783,NA,190499648,43197200,2.704,NA,NA
"627","LLY","Eli Lilly and Company",128.84,"Health Care","Major Pharmaceuticals",13.200819,41.162937,19.944271,0.017816138,133403516928,1035420032,9.76,NA,NA
"628","ELLI","Ellie Mae, Inc.",99.52,"Technology","Computer Software: Prepackaged Software",4.304126,157.96825,44.6278,NA,3476850432,34936200,23.122,1556539200,1556103540
"629","EFC","Ellington Financial LLC",16.82,"Finance","Real Estate",0.88886535,11.094986,10.447205,0.098616965,504744640,29796600,18.923,1557489600,1557140340
"630","EARN","Ellington Residential Mortgage REIT",11.76,"Consumer Services","Real Estate Investment Trusts",0.9561753,NA,9.719008,0.12329932,147084672,12507200,12.299,1557144000,1556708340
"631","ERJ","Embraer S.A.",20.24,"Capital Goods","Aerospace",0.9095811,NA,-46,0.00029239766,3764377088,734336000,22.252,NA,NA
"632","EME","EMCOR Group, Inc.",72.51,"Capital Goods","Engineering & Construction",2.3322613,14.950516,13.15971,0.0044364342,4060386048,55997600,31.09,1556541000,1556109000
"633","EEX","Emerald Expositions Events, Inc.",12.52,"Miscellaneous","Business Services",1.2654134,NA,10.982456,0.02281399,899426816,71839200,9.894,NA,NA
"634","EMES","Emerge Energy Services LP",2.14,"Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",1.0490197,5.2195125,-2.3010755,0.79523814,66417256,31036100,2.04,1552311000,1551706200
"635","EBS","Emergent Biosolutions, Inc.",59.51,"Health Care","Major Pharmaceuticals",3.0140803,48.778687,17.606508,NA,3046912000,51200000,19.744,1557144000,1556708340
"636","EMR","Emerson Electric Company",68.4,"Energy","Consumer Electronics/Appliances",5.1144013,19.03172,16.682928,0.028539985,42040012800,614620032,13.374,1549632600,1549287000
"637","ESRT","Empire State Realty Trust, Inc.",15.21,"Consumer Services","Real Estate Investment Trusts",1.3360858,39,63.375,0.027595269,4613588480,173872992,11.384,1556539200,1556017140
"638","EIG","Employers Holdings Inc",42.21,"Finance","Property-Casualty Insurers",1.3583266,9.955189,18.84375,0.019203072,1384475264,32799700,31.075,1556539200,1556017140
"639","EDN","Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor)",26.5,"Public Utilities","Electric Utilities: Central",13.383839,15.056818,5.875831,NA,1223274496,886014976,1.98,NA,NA
"640","ENBL","Enable Midstream Partners, LP",15.04,"Public Utilities","Natural Gas Distribution",0.902707,13.549549,13.798164,0.08554135,6516049920,433248000,16.661,1557145800,1556627400
"641","ENB","Enbridge Inc",37.25,"Energy","Natural Gas Distribution",1.6760404,51.30854,18.908628,0.053311702,74760003584,1724390016,22.225,NA,NA
"642","ECA","Encana Corporation",7.26,"Energy","Oil & Gas Production",0.9286263,6.5405407,7.4081635,0.008275862,10707411968,952400000,7.818,NA,NA
"643","EHC","Encompass Health Corporation",63.77,"Health Care","Hospital/Nursing Management",4.702109,21.75708,16.351282,0.016471334,6308658176,98928304,13.562,1556539200,1556103540
"644","DAVA","Endava plc",30.1,"Technology","EDP Services",8.026667,71.83771,0.37540534,NA,1596296320,53033100,3.75,NA,NA
"645","EXK","Endeavour Silver Corporation",2.43,"Basic Industries","Precious Metals",2.1911633,NA,12.7894745,NA,316390880,130554000,1.109,NA,NA
"646","ENIA","Enel Americas S.A.",8.62,"Public Utilities","Electric Utilities: Central",1.553153,11.493333,11.342105,0.0007981756,9462259712,57452601344,5.55,NA,NA
"647","ENIC","Enel Chile S.A.",5.19,"Public Utilities","Electric Utilities: Central",1.348052,12.975,0.01729193,0.0007662836,4994082816,49092800512,3.85,NA,NA
"648","ENR","Energizer Holdings, Inc.",47.3,"Miscellaneous","Industrial Machinery/Components",40.25532,27.922077,13.591953,0.025501307,3305073408,69874704,1.175,1557145800,1556627400
"649","ET","Energy Transfer L.P.",14.98,"Public Utilities","Natural Gas Distribution",1.9080372,12.947278,10.260273,0.08248817,39238459392,2619389952,7.851,1557777600,1557259200
"650","ERF","Enerplus Corporation",8.73,"Energy","Oil & Gas Production",1.6130819,19.977116,7.214875,0.010204082,2067377280,243751008,5.412,NA,NA
"651","ENS","Enersys",74.82,"Consumer Non-Durables","Telecommunications Equipment",2.4603748,16.33268,12.47,0.009414793,3220911104,43048800,30.41,1559592000,1559073600
"652","E","ENI S.p.A.",34.39,"Energy","Oil & Gas Production",1.057438,9.264547,9.968116,0.0276411,62534430720,3640480000,32.522,NA,NA
"653","ENLC","EnLink Midstream, LLC",11.32,"Public Utilities","Natural Gas Distribution",1.1870805,NA,24.085106,0.096502244,5511278080,486862016,9.536,1550869200,1550523600
"654","EBF","Ennis, Inc.",21.48,"Consumer Services","Office Equipment/Supplies/Services",1.9386281,14.682159,14.513513,0.04009434,561152128,26124400,11.08,1506715200,1506369600
"655","ENVA","Enova International, Inc.",25.38,"Finance","Finance: Consumer Services",2.45099,12.753768,6.915531,NA,852377088,33584600,10.355,1509393600,1508961600
"656","NPO","EnPro Industries",68.91,"Basic Industries","Metal Fabrications",1.6566099,59.405178,13.893146,0.01399621,1432156544,20783000,41.597,1557144000,1556621940
"657","ESV","ENSCO plc",4.22,"Energy","Oil & Gas Production",0.22662584,NA,-4.8505745,0.009756098,1833530880,434436000,18.621,1556568000,1556049600
"658","ETM","Entercom Communications Corp.",6.16,"Consumer Services","Broadcasting",0.5047525,NA,5.04918,0.05844156,877953920,138479008,12.204,1552311000,1551879000
"659","ETR","Entergy Corporation",93.25,"Public Utilities","Electric Utilities: Central",1.9933307,20.140388,16.83213,0.03835851,17678428160,189580992,46.781,1556541000,1556022600
"660","EPD","Enterprise Products Partners L.P.",27.78,"Public Utilities","Natural Gas Distribution",2.6279445,14.559749,13.420291,0.062386982,60599848960,2181420032,10.571,1556886600,1556541000
"661","EVC","Entravision Communications Corporation",3.98,"Consumer Services","Broadcasting",1.0543046,19.9,24.875,0.051392402,353650080,64576500,3.775,1552939200,1552420800
"662","ENV","Envestnet, Inc",61.59,"Miscellaneous","Business Services",4.469521,513.25,24.834677,NA,2816024064,45722100,13.78,1551128400,1550696400
"663","EVA","Enviva Partners, LP",30.15,"Basic Industries","Forest Products",2.8470254,753.75,15.541237,0.08419301,798329792,26478600,10.59,1557145800,1556713800
"664","ENZ","Enzo Biochem, Inc.",3.42,"Health Care","Medical Specialities",2.1334996,NA,-85.50001,NA,161398016,47192400,1.603,1497297600,1497038400
"665","EOG","EOG Resources, Inc.",96.42,"Energy","Oil & Gas Production",2.8881235,16.37012,15.7292,0.008617021,55914242048,579902976,33.385,1557144000,1556708340
"666","EPE","EP Energy Corporation",0.61,"Energy","Oil & Gas Production",0.49512988,NA,-0.9104478,NA,156716928,256672000,1.232,1552078800,1551733200
"667","EPAM","EPAM Systems, Inc.",163.55,"Technology","EDP Services",7.0051827,38.573116,26.168001,NA,8860713984,54177400,23.347,1557750600,1557232200
"668","EPR","EPR Properties",72.47,"Consumer Services","Real Estate Investment Trusts",1.8807256,22.16886,21.440828,0.058791507,5387992576,74347904,38.533,1557489600,1557140340
"669","EQM","EQM Midstream Partners, LP",39.25,"Public Utilities","Natural Gas Distribution",0.9883662,16.152264,7.9614606,0.11319785,7867976704,200458000,39.712,1556541000,1556109000
"670","EQT","EQT Corporation",19.49,"Energy","Oil & Gas Production",0.4525927,NA,40.604168,0.006622516,4958762496,254426000,43.063,1550496600,1550064600
"671","EFX","Equifax, Inc.",110.46,"Finance","Finance: Consumer Services",4.2865458,44.720646,17.561209,0.014245274,13332521984,120700000,25.769,1556539200,1556017140
"672","EQNR","Equinor ASA",22.35,"Energy","Integrated oil Companies",1.7314844,9.867549,10.113122,0.04229742,75047952384,3328999936,12.908,NA,NA
"673","ETRN","Equitrans Midstream Corporation",18.06,"Public Utilities","Natural Gas Distribution",10.033334,21.04895,8.8529415,0.02324263,4592134144,254271008,1.8,NA,NA
"674","EQC","Equity Commonwealth",32.7,"Consumer Services","Real Estate Investment Trusts",1.2976706,15.209302,74.318184,NA,3976908800,121572000,25.199,1557518400,1557172800
"675","ELS","Equity Lifestyle Properties, Inc.",109.36,"Consumer Services","Real Estate Investment Trusts",8.767738,45.930283,39.91241,0.020250369,10463083520,89929600,12.473,NA,NA
"676","EQR","Equity Residential",73.5,"Consumer Services","Real Estate Investment Trusts",2.6786692,41.501976,49.328857,0.029311983,28212094976,369934016,27.439,1540584000,1540238400
"677","ERA","Era Group, Inc.",11.55,"Transportation","Transportation Services",0.5365355,3.0101643,33.97059,NA,251348800,21761800,21.527,1494014400,1493928000
"678","EROS","Eros International PLC",9.72,"Consumer Services","Movies/Entertainment",0.7374251,NA,32.399998,NA,703322752,64177500,13.181,1505133000,1504787400
"679","ESE","ESCO Technologies Inc.",68.94,"Consumer Durables","Telecommunications Equipment",2.29961,24.02928,20.64072,0.0046249456,1786869760,25919200,29.979,1557489600,1557140340
"680","ESNT","Essent Group Ltd.",43.69,"Finance","Property-Casualty Insurers",1.8124117,9.159328,7.5850687,NA,4294202624,98288000,24.106,1557145800,1556800200
"681","EPRT","Essential Properties Realty Trust, Inc.",16.44,"Consumer Services","Real Estate Investment Trusts",1.2591913,45.289257,27.864408,0.025574543,1021160768,43057800,13.056,NA,NA
"682","ESS","Essex Property Trust, Inc.",279.09,"Consumer Services","Real Estate Investment Trusts",2.9342685,47.303387,50.836067,0.026586622,18977423360,65692100,95.114,1549918800,1549400400
"683","EL","Estee Lauder Companies, Inc. (The)",156.92,"Consumer Non-Durables","Package Goods/Cosmetics",13.186555,35.96608,28.121864,0.010003823,56673538048,218255008,11.9,NA,NA
"684","ESL","Esterline Technologies Corporation",122.03,"Capital Goods","Industrial Machinery/Components",1.9620548,52.105038,23.833984,NA,3623375616,29692500,62.195,1557144000,1556708340
"685","ETH","Ethan Allen Interiors Inc.",20.29,"Consumer Durables","Home Furnishings",1.4592923,15.655865,12.681251,0.037848607,539298048,26579500,13.904,1556539200,1556103540
"686","EURN","Euronav NV",8,"Transportation","Marine Transportation",0.7751187,NA,7.619048,0.01532567,1724327936,218982000,10.321,NA,NA
"687","EB","Eventbrite, Inc.",30.63,"Technology","Computer Software: Programming, Data Processing",5.6816916,NA,1021,NA,2388744960,11500000,5.391,NA,NA
"688","EVR","Evercore Inc.",93.6,"Finance","Investment Managers",4.9074607,11.236494,10.808314,0.02062975,4073200384,40995300,19.073,1556541000,1556022600
"689","RE","Everest Re Group, Ltd.",225.39,"Finance","Property-Casualty Insurers",1.1592287,89.08696,9.132496,0.02343992,9162329088,40651000,194.431,1556539200,1556017140
"690","EVRG","Evergy, Inc.",55.03,"Public Utilities","Power Generation",1.40111,22.012,17.250784,0.031297915,14012289024,254630000,39.276,NA,NA
"691","EVRI","Everi Holdings Inc.",7.85,"Consumer Services","Services-Misc. Amusement & Recreation",-4.866708,NA,98.125,NA,551020480,70193696,-1.613,1552680000,1552334400
"692","ES","Eversource Energy",69.74,"Public Utilities","Electric Utilities: Central",1.923915,21.458462,18.899729,0.028935684,22106253312,316980992,36.249,1557144000,1556621940
"693","EVTC","Evertec, Inc.",28.5,"Technology","EDP Services",9.481038,24.568966,13.834951,0.0034940601,2004761088,70342496,3.006,1556884800,1556535540
"694","EVH","Evolent Health, Inc",13.29,"Consumer Services","Other Consumer Services",0.9146593,NA,51.115387,NA,1092802176,78341504,14.53,NA,NA
"695","AQUA","Evoqua Water Technologies Corp.",13.91,"Technology","Industrial Machinery/Components",4.6013894,NA,19.87143,NA,1587437056,114122000,3.023,NA,NA
"696","XAN","Exantas Capital Corp.",10.82,"Consumer Services","Real Estate Investment Trusts",0.60312146,NA,10.207547,0.032258064,337960512,31234800,17.94,1552338000,1551819600
"697","EXC","Exelon Corporation",48.54,"Public Utilities","Power Generation",1.5276161,23.449276,15.458598,0.028400905,47071469568,969745984,31.775,1557145800,1556627400
"698","EXPR","Express, Inc.",5.31,"Consumer Services","Clothing/Shoe/Accessory Stores",0.6161522,10.371093,18.964285,NA,363886848,68528600,8.618,1552739400,1552307400
"699","EXTN","Exterran Corporation",17.24,"Technology","Diversified Commercial Services",1.1272395,25.352942,13.903226,0,623282880,36153300,15.294,1557144000,1556621940
"700","EXR","Extra Space Storage Inc",95.58,"Consumer Services","Real Estate Investment Trusts",5.0331755,29.202566,29.409231,0.035021886,12686811136,127104000,18.99,1556884800,1556535540
"701","XOM","Exxon Mobil Corporation",80,"Energy","Integrated oil Companies",1.7673309,16.393442,14.652015,0.040870555,338959990784,4236999936,45.266,1556539200,1556179200
"702","FNB","F.N.B. Corporation",12.28,"Finance","Major Banks",0.87783253,10.964286,9.98374,0.039215688,3951188224,321758016,13.989,1540816200,1540384200
"703","FN","Fabrinet",57.96,"Public Utilities","Telecommunications Equipment",2.6645825,21.17647,14.346535,NA,2135773824,36849100,21.752,1557489600,1557140340
"704","FDS","FactSet Research Systems Inc.",237.11,"Technology","Computer Software: Programming, Data Processing",16.683788,33.046688,22.581905,0.010545563,9018597376,38035500,14.212,1553862600,1553517000
"705","FICO","Fair Isaac Corporation",251.58,"Miscellaneous","Business Services",32.07701,51.882862,31.09765,0,7313732608,29071200,7.843,1556539200,1556103540
"706","SFUN","Fang Holdings Limited",1.53,"Technology","EDP Services",1.0662022,NA,9,0.25641027,683642240,446824992,1.435,1554121800,1553689800
"707","FPAC","Far Point Acquisition Corporation",9.87,"Finance","Business Services",156.66666,NA,NA,NA,774128704,63250000,0.063,NA,NA
"708","FTCH","Farfetch Limited",28.82,"Miscellaneous","Business Services",NA,NA,-120.083336,NA,8440196608,250000992,NA,NA,NA
"709","FPI","Farmland Partners Inc.",5.1,"Consumer Services","Real Estate Investment Trusts",0.5358831,NA,85,0.0840467,190076480,30895900,9.517,1551733200,1551301200
"710","FBK","FB Financial Corporation",35.38,"Finance","Major Banks",1.6179632,13.874511,11.267516,0.005641749,1087032832,30724500,21.867,NA,NA
"711","FFG","FBL Financial Group, Inc.",69.51,"Finance","Life Insurance",1.4547014,18.536001,13.902,0.026334621,1718203904,24707400,47.783,1549918800,1549486800
"712","AGM","Federal Agricultural Mortgage Corporation",82.16,"Finance","Finance Companies",1.6000936,9.304644,8.740426,0.028337607,868291584,9137610,51.347,1534163400,1533645000
"713","FRT","Federal Realty Investment Trust",132.46,"Consumer Services","Real Estate Investment Trusts",4.499321,41.667194,40.384148,0.030241786,9948302336,74365800,29.44,1557144000,1556621940
"714","FSS","Federal Signal Corporation",24.54,"Capital Goods","Auto Manufacturing",2.7867365,15.986972,15.73077,0.01261188,1478348544,60242400,8.806,1557491400,1557145800
"715","FII","Federated Investors, Inc.",29.55,"Finance","Investment Managers",3.3389828,13.579962,11.86747,0.03563025,2978699008,100793000,8.85,1556539200,1556103540
"716","FDX","FedEx Corporation",182.8,"Transportation","Air Freight/Delivery Services",2.4732447,9.935863,10.17251,0.013535912,47718842368,261044000,73.911,1521836100,1521476100
"717","RACE","Ferrari N.V.",131.8,"Capital Goods","Auto Manufacturing",17.408533,29.386845,29.48546,0.006447841,24723701760,187584992,7.571,1517832000,1517396340
"718","FGP","Ferrellgas Partners, L.P.",1.5,"Consumer Services","Other Specialty Stores",-0.14095095,NA,-5.5555553,0.28368795,147213904,97152704,-10.642,1552311000,1551879000
"719","FOE","Ferro Corporation",19.63,"Basic Industries","Paints/Coatings",4.325694,20.882978,10.223958,NA,1634434816,83262096,4.538,1556884800,1556535540
"720","FG","FGL Holdings",8.52,"Finance","Life Insurance",2.1162446,NA,4.896552,NA,1887699712,221560992,4.026,NA,NA
"721","FCAU","Fiat Chrysler Automobiles N.V.",14.76,"Capital Goods","Auto Manufacturing",0.85908854,6.3648124,4.0108695,NA,22979254272,1550620032,17.181,NA,NA
"722","FNF","Fidelity National Financial, Inc.",35.37,"Finance","Specialty Insurers",2.103604,15.650442,12.113013,0.034197778,9738457088,275331008,16.814,1557144000,1556621940
"723","FIS","Fidelity National Information Services, Inc.",108.39,"Miscellaneous","Business Services",3.4697013,42.505882,13.106408,0.011835413,35001405440,322920992,31.239,1556886600,1556541000
"724","FAF","First American Corporation (The)",50.67,"Finance","Specialty Insurers",1.509788,12.093079,10.712473,0.031502265,5648488960,111476000,33.561,1455553800,1455103800
"725","FBP","First BanCorp.",11.51,"Finance","Major Banks",1.2392334,12.51087,14.3875,0.0026064292,2489095168,216255008,9.288,1556541000,1556195400
"726","FCF","First Commonwealth Financial Corporation",14.01,"Finance","Major Banks",1.4134383,12.972222,11.9743595,0.02631579,1378607744,98401696,9.912,1556281800,1555936200
"727","FDC","First Data Corporation",25.78,"Miscellaneous","Business Services",5.788056,24.552383,14.243094,NA,24163930112,568281984,4.454,1556886600,1556541000
"728","FHN","First Horizon National Corporation",15.55,"Finance","Major Banks",1.1295125,9.424243,9.539878,0.030710172,4953809920,318572992,13.767,1555331400,1554985800
"729","FR","First Industrial Realty Trust, Inc.",33.63,"Consumer Services","Real Estate Investment Trusts",2.5813634,25.671757,41.51852,0.025954654,4345601536,126594000,13.028,1556280000,1555930740
"730","AG","First Majestic Silver Corp.",6.35,"Basic Industries","Precious Metals",2.0704272,NA,90.71429,NA,1221073280,193572000,3.067,NA,NA
"731","FE","FirstEnergy Corp.",40.9,"Public Utilities","Electric Utilities: Central",3.1050715,20.552765,16.166008,0.035337426,21683218432,530152000,13.172,1556281800,1555936200
"732","FIT","Fitbit, Inc.",6.14,"Technology","Computer Manufacturing",2.0855978,NA,-68.22222,NA,1525980416,217250000,2.944,1557144000,1556621940
"733","FPH","Five Point Holdings, LLC",7.78,"Finance","Real Estate",0.8662733,NA,38.9,NA,1133335936,66504100,8.981,NA,NA
"734","FBC","Flagstar Bancorp, Inc.",32.57,"Finance","Savings Institutions",1.1980431,10.146418,8.4817705,NA,1880901248,57749500,27.186,1556281800,1555936200
"735","FLT","FleetCor Technologies, Inc.",233.33,"Miscellaneous","Business Services",5.9968133,26.484676,17.438715,NA,20030283776,85845296,38.909,1557144000,1556708340
"736","FND","Floor & Decor Holdings, Inc.",38.65,"Consumer Services","RETAIL: Building Materials",6.455654,34.81982,28.007248,NA,3784496128,97917104,5.987,NA,NA
"737","FTK","Flotek Industries, Inc.",3.44,"Basic Industries","Major Chemicals",1.0174505,NA,-13.23077,NA,196015328,56981200,3.381,1550869200,1550523600
"738","FLO","Flowers Foods, Inc.",20.62,"Consumer Non-Durables","Packaged Foods",3.456252,27.864866,20.019419,0.034684904,4348758016,210900000,5.966,1558353600,1557831540
"739","FLS","Flowserve Corporation",45,"Capital Goods","Fluid Controls",3.5773907,49.450546,17.857143,0.017113263,5894235136,130983000,12.579,1557748800,1557313140
"740","FLR","Fluor Corporation",37.44,"Basic Industries","Military/Government/Technical",1.7645395,23.547169,10.371191,0.0224659,5225800192,139578000,21.218,1557144000,1556708340
"741","FMC","FMC Corporation",90.44,"Basic Industries","Major Chemicals",3.7664504,24.47632,13.641026,0.01,12178469888,134658000,24.012,1557864000,1557518400
"742","FMX","Fomento Economico Mexicano S.A.B. de C.V.",90.28,"Consumer Non-Durables","Beverages (Production/Distribution)",2.660772,39.596493,23.26804,0.0015226746,19548870656,3578230016,33.93,NA,NA
"743","FL","Foot Locker, Inc.",63.07,"Consumer Services","Clothing/Shoe/Accessory Stores",2.8515236,13.534335,12.741415,0.022597447,7119972352,112890000,22.118,1559046600,1558614600
"744","F","Ford Motor Company",8.79,"Capital Goods","Auto Manufacturing",0.9733141,9.554348,6.511111,0.06841505,34971455488,3907699968,9.031,1548709200,1548190800
"745","FELP","Foresight Energy LP",3.3,"Energy","Coal Mining",0.80625457,NA,-20.625,0.07718121,481136704,80844304,4.093,1552311000,1551792600
"746","FOR","Forestar Group Inc",17.12,"Finance","Real Estate",1.0615737,6.3761644,39.813953,NA,718353536,41959900,16.127,1521806400,1521543540
"747","FTS","Fortis Inc.",35.54,"Public Utilities","Electric Utilities: Central",1.4044101,20.590963,13.616859,0.035450764,15108658176,426600000,25.306,NA,NA
"748","FTV","Fortive Corporation",82.56,"Capital Goods","Industrial Machinery/Components",4.1872497,10.056029,21.444157,0.0034326345,27616319488,334500000,19.717,1556539200,1556103540
"749","FSM","Fortuna Silver Mines Inc.",3.68,"Basic Industries","Precious Metals",0.98107177,8.910412,11.151515,NA,582245952,159940000,3.751,NA,NA
"750","FBHS","Fortune Brands Home & Security, Inc.",47.56,"Basic Industries","Homebuilding",3.0677934,17.886425,11.860349,0.016977929,6684510208,140548992,15.503,1556539200,1556103540
"751","FET","Forum Energy Technologies, Inc.",5.91,"Energy","Metal Fabrications",0.6258604,NA,23.64,NA,641146304,108485000,9.443,1556913600,1556568000
"752","FBM","Foundation Building Materials, Inc.",10.8,"Consumer Services","RETAIL: Building Materials",1.2649332,NA,10.8,NA,463398848,42907300,8.538,1557750600,1557232200
"753","FCPT","Four Corners Property Trust, Inc.",27.62,"Consumer Services","Real Estate Investment Trusts",2.7257476,21.578127,24.442478,0.04063527,1899101568,68348896,10.133,1556539200,1556017140
"754","FEDU","Four Seasons Education (Cayman) Inc.",1.86,"Consumer Services","Other Consumer Services",0.8183018,25.135136,7.44,0.20890053,92875752,49933200,2.273,NA,NA
"755","FNV","Franco-Nevada Corporation",74.45,"Basic Industries","Precious Metals",2.9247692,65.24978,64.73913,0.012468497,13804964864,186363008,25.455,NA,NA
"756","FC","Franklin Covey Company",26.59,"Consumer Services","Other Consumer Services",4.8117986,NA,56.574467,NA,370380096,13929300,5.526,1542056400,1541624400
"757","FSB","Franklin Financial Network, Inc.",33.28,"Finance","Major Banks",1.2980225,14.222222,11.167785,NA,483827936,14538100,25.639,1501243200,1501153140
"758","BEN","Franklin Resources, Inc.",32.67,"Finance","Investment Managers",1.7146906,10.736115,12.964285,0.029132167,16645691392,509510016,19.053,1556541000,1556109000
"759","FI","Frank&#39;s International N.V.",6.43,"Energy","Oilfield Services/Equipment",1.3935847,NA,-128.59999,0,1443252096,224456000,4.614,1557491400,1557145800
"760","FCX","Freeport-McMoran, Inc.",12.87,"Basic Industries","Precious Metals",1.903283,7.230337,13.83871,0.015503877,18649401344,1449059968,6.762,1556281800,1555936200
"761","FMS","Fresenius Medical Care Corporation",39.12,"Health Care","Hospital/Nursing Management",1.8372667,10.595883,14.488888,0.031601842,24114505728,306844992,21.2925,NA,NA
"762","FDP","Fresh Del Monte Produce, Inc.",26.92,"Consumer Non-Durables","Farming/Seeds/Milling",0.77072835,NA,11.310924,0.016257225,1305259264,48486600,34.928,1556886600,1556541000
"763","RESI","Front Yard Residential Corporation",10.94,"Finance","Real Estate",1.2445961,NA,-9.945454,0.053908356,586714368,53630200,8.79,1557491400,1557145800
"764","FRO","Frontline Ltd.",6.57,"Transportation","Marine Transportation",0.95870423,NA,-25.269232,0,1115645056,169808992,6.853,NA,NA
"765","FCN","FTI Consulting, Inc.",75.3,"Consumer Services","Professional Services",2.0742087,19.160305,18.455883,NA,2802214400,37214000,36.303,1556541000,1556109000
"766","FTSI","FTS International, Inc.",10.3,"Energy","Oilfield Services/Equipment",10.542478,1.5746828,6.0588236,NA,1125532544,109275000,0.977,NA,NA
"767","FF","FutureFuel Corp.",18.55,"Basic Industries","Major Chemicals",2.039582,12.061118,23.187498,0.013015184,811436352,43743200,9.095,1552939200,1552593600
"768","GCAP","GAIN Capital Holdings, Inc.",7.05,"Finance","Investment Bankers/Brokers/Service",0.9611452,3.381295,9.791667,0.034782607,312184576,44281500,7.335,1552338000,1551906000
"769","GBL","Gamco Investors, Inc.",20.51,"Finance","Investment Bankers/Brokers/Service",60.86053,5.039312,7.458182,0.00390625,585650752,9529950,0.337,1557748800,1557226740
"770","GME","Gamestop Corporation",11.75,"Consumer Services","Electronics Distribution",0.7657716,NA,5.7038836,0.12991454,1198124032,101968000,15.344,1554148800,1553630400
"771","GPS","Gap, Inc. (The)",29.51,"Consumer Services","Clothing/Shoe/Accessory Stores",3.1396956,11.393823,11.263359,0.03818898,11256117248,381433984,9.399,1559074500,1558541700
"772","GDI","Gardner Denver Holdings, Inc.",27.34,"Technology","Industrial Machinery/Components",3.232825,21.1938,13.20773,NA,5417967616,198170000,8.457,NA,NA
"773","GTX","Garrett Motion Inc.",16.78,"Capital Goods","Auto Parts:O.E.M.",-0.47900435,1.0580076,4.4041996,NA,1242052352,74019800,-35.031,NA,NA
"774","IT","Gartner, Inc.",144.94,"Consumer Services","Other Consumer Services",15.282581,108.97744,31.103006,NA,13002813440,89711696,9.484,1557491400,1557145800
"775","GLOG","GasLog LP.",15.88,"Consumer Services","Marine Transportation",1.4592906,34.52174,9.566265,0.036944266,1627318912,80816000,10.882,1557145800,1556800200
"776","GLOP","GasLog Partners LP",21.88,"Consumer Services","Marine Transportation",1.2205734,13.093955,10.2723,0.09683258,1014717760,45449000,17.926,1556541000,1556195400
"777","GTES","Gates Industrial Corporation plc",16.13,"Technology","Industrial Machinery/Components",2.4006548,19.248209,11.773722,NA,4675941888,289891008,6.719,NA,NA
"778","GATX","GATX Corporation",77.61,"Consumer Services","Transportation Services",1.5890988,14.059783,14.896353,0.022267206,2840526080,36600000,48.839,1555936200,1555504200
"779","GZT","Gazit-Globe Ltd.",8.05,"Finance","Real Estate",0.62597203,34.54936,NA,0.05284238,1476458624,192991008,12.86,NA,NA
"780","GCP","GCP Applied Technologies Inc.",30.18,"Basic Industries","Major Chemicals",4.543812,143.03317,23.952381,NA,2177981952,72166400,6.642,1557482400,1557122400
"781","GNK","Genco Shipping & Trading Limited ",8.22,"Transportation","Marine Transportation",0.33009398,NA,5.630137,NA,342317792,41644500,24.902,1489453200,1489024800
"782","GNRC","Generac Holdlings Inc.",52.5,"Consumer Durables","Metal Fabrications",4.289566,14.830508,10.892116,NA,3261804032,62129600,12.239,1557145800,1556627400
"783","GD","General Dynamics Corporation",169.28,"Capital Goods","Marine Transportation",4.15564,15.145388,12.971647,0.021854071,48792588288,288236000,40.735,1556541000,1556022600
"784","GE","General Electric Company",10.27,"Energy","Consumer Electronics/Appliances",2.885642,NA,11.539327,0.035611164,89401180160,8705080320,3.559,1555936200,1555590600
"785","GIS","General Mills, Inc.",47.22,"Consumer Non-Durables","Packaged Foods",4.2357373,13.831284,14.574075,0.0415871,28178487296,596748992,11.148,1553517000,1552998600
"786","GM","General Motors Company",39.53,"Capital Goods","Auto Manufacturing",1.4241452,7.1469893,6.2448654,0.038500506,55716741120,1409479936,27.757,1532694600,1532349000
"787","GCO","Genesco Inc.",48.27,"Consumer Services","Clothing/Shoe/Accessory Stores",1.1625723,13.823024,13.010781,NA,974691968,20192500,41.52,1552910400,1552474740
"788","GWR","Genesee & Wyoming, Inc.",81.97,"Transportation","Railroads",1.3622842,20.33995,16.328686,NA,4656338944,56288200,60.171,1556886600,1556541000
"789","GEL","Genesis Energy, L.P.",21.52,"Energy","Oil Refining/Marketing",1.5593073,NA,19.044249,0.09930395,2637900032,122539000,13.801,1557145800,1556800200
